Image,Prompt,Category,Prompt_Chinese
eca11be92542efb310d944cfde995404.JPEG,"In a room with brown walls, there is a decoration hanging on the wall directly opposite the house. There is a white double sofa underneath. There are two cushions on each of the two positions of the sofa. On the right side of the sofa is a gold-rimmed three-person sofa. There is a side table. Behind the side table is a painting with a glass ball and a white flowerpot on it. To the left of the sofa is a floor lamp and a diamond-shaped glass wall with a wall lamp on it. The sofa In front of it is a square glass coffee table, and on the left side of the coffee table is a single stool.",Arts,一个咖色墙壁的房间内，房子正对面墙上挂着一个装饰品，下面摆着一个白色的双人沙发，沙发的两个位置上面各放了两个靠垫，沙发的右侧是一个金边的三层边几，边几后边是一副画，上面摆着一个玻璃球，和一个白色的花盆，沙发的左侧是一个落地的地灯和一个菱形格的玻璃墙，上面有一个壁灯，沙发的前面是一个正方形的玻璃茶几，茶几的左侧是一个单人凳子。
fd81aea35b1d76b78089941cb5a42afc.JPEG,"In the house with brown wood floors, there is a washstand facing it. In front of the washstand is an empty transparent glass window, with two long chandeliers above it. The wall on the left is a wall with a brick pattern. Under the cabinet under the pattern is an electrical all-in-one machine. On the countertop of the all-in-one machine are a black and white painting and a book. Next to the book are two pots of green plants and three stacks of green plants. There are bowls and some glass ceramic cups. There is a white cabinet door under the washstand, and a high stool is placed next to the right side of the cabinet.",Arts,在棕木色地板的房屋中，正对着一个盥洗台，盥洗台前方是空透明的玻璃窗，上方有两个长长的吊灯。左侧墙是砖块图案的墙壁，图案下面的柜子下是一个电器一体机，一体机上的台面放着一幅黑白交汇的画和一本书，书旁放着两盆绿植，三个叠放着的碗和一些玻璃陶瓷杯子，盥洗台的下面是白色的柜子门，在柜子的右侧柜旁放着一个高脚凳。
4a155e3a113e7712acde27e1a1ff0dd8.JPEG,"There are sporadic weeds growing on the gravel dirt road. There are two wooden double chairs on a section of the stone brick path. The grass behind is covered with yellow weeds. There is a cross sculpture in the middle of the grass and a circle of black human sculptures below. There is a huge and magnificent building in the distance on the grass, with a gray spire and beige walls, with vertical glass windows on it. The building on the right is somewhat broken, with fragments of bricks and stones exposed. There are blue and white iron shelves next to it. The background is a dark blue sky with some linear clouds.",Arts,碎石土路上零星长着杂草，有一段石砖小路上有两把木质双人椅， 后面的草地长满黄色的杂草，草地中间有一个十字架雕塑，下面围了一圈黑色的人形雕塑，草地远处有一座巨大恢弘的建筑，灰色的尖顶和米色的墙壁，上面有竖长的玻璃窗，右边建筑有一些残破，露出零碎的砖石。旁边有蓝色和白色的铁架子。背景是深蓝色的天空，和一些线形的云。
37f33ebc639ea2d88ab038d0e0bf55bd.JPEG,"On a black table, there is a knitted lace petal table mat. There is an orange teapot on the mat. The lid of the teapot is gray. There is a white background painting in the shape of a leaf on the teapot, with a branch painted inside. , with a blue bird on it and two flowers. Next to the teapot is a towel with a white checkered pattern surrounded by blue lines. There are five oranges on the table and a white plate with four cookies on it. There is also a glass vase on the seat, with three flower branches covered with purple bells holding flowers. The background is black.",Arts,在一个黑色的庄子上，铺着针织的蕾丝花瓣桌垫，垫子上放着一个橙色的茶壶，茶壶的盖子的灰色的，茶壶上有一个树叶形状白色打底的画，里面画着一根树枝，上面有一只蓝色的鸟，还有两朵花。茶壶旁边是一条毛巾，上面有蓝色线条围成的白色格子。桌子上放着五颗橙子，还有一个白色的盘子，盘子里面放着四块饼干。座子上还有一个玻璃花瓶，里面插着三根上面挂满紫色的铃铛装花朵的花枝。背景是黑色的。
a98e3670b3f54be7353b226ddb6102c0.JPEG,"An old wooden door stands in front of the stone building. This wooden door is weathered and solid, with the marks of time carved on it, as if it has witnessed countless personnel changes. It carries the precipitation of history and is a witness of time. The stone building is surrounded by solid stone walls, each with its own story. The appearance of the building is simple and solemn, like a castle that has gone through vicissitudes of life and is indestructible. Above it all, white clouds float leisurely. White clouds dance freely in the blue sky like soft feathers, adding a sense of tranquility and vitality to this ancient scene.",Arts,一扇古老的木门矗立在石头建筑的前面。这木门沧桑而坚固，上面雕刻着岁月的印记，仿佛见证了无数人事的变迁。它承载了历史的沉淀，是时光的见证者。石头建筑周围围绕着坚硬的石墙，每块石头都有着自己的故事。建筑的外观古朴而庄重，仿佛是一座历经沧桑的城堡，坚不可摧。在这一切之上，白云悠然飘浮。白云像柔软的羽毛，在蓝天上自由舞动，为这古老的场景增添了一份宁静和生机。
f0cc68e331903d66ce49cd8ec03f6c3c.JPEG,"A room with a tan-colored wooden floor. Three large glass windows separated the entire room from several walls. There was a painting hanging on each wall. There was a brown carpet in the middle of the room. There is a round table on both sides of the carpet. There are stools around the table. There is a brown wooden table on the left side against the wall. There is a vase of flowers on the table. There are a few books on the floor below. In the middle There are two long sofas and four single sofas, and a wooden bookshelf filled with books is placed on the far right.",Arts,一个铺着粽色木制地板的房间，整个房间用3个大大的玻璃窗户，隔出了几个墙面，每个墙面都挂着一幅画，房间中间铺着一张棕色的地毯，地毯两边分别放着一张圆形的桌子，桌子周围放着凳子，靠墙的位置左边放着一个棕色木制桌子，桌子上放着一瓶花，下面还有一层放着几本书，中间位置放着两张长长的沙发，和4张单人沙发，最右边放着一张放满书的木制书架。
50575e711bc2b744aec1e13168699dfe.JPEG,"A brightly colored oil painting. In the middle of the painting is an old man wearing a blue shirt and holding his arms. The old man has long curly white hair and a beard. He has a pair of deep black eyes and a tall nose on his thin fair skin. Next to the old man is a brown arched stone wall, with green trees growing on the right side of the stone wall. Behind the old man is a green grassland. In front of the grassland is a house with yellow walls and a black spire, and above the house is a blue sky. .",Arts,一副色彩鲜艳的油画，油画中间画着一个穿着蓝色衬衫，双手抱臂的老人，老人留着 花白色的长卷发和胡须，白皙的瘦削皮肤上有一对深邃的黑眼睛和高挺的鼻梁，老人的身旁是棕色的拱形石壁，石壁右侧生长着绿色的树木，老人的身后是一片绿色的草地，草地前方有一栋黄色墙壁，黑色尖顶的房子，房子上方是一片蓝色的天空。
459337d8fc0082bd49199389e8a98aac.JPEG,"White houses and buildings with blue sky and white clouds above. The tallest building has a triangular shape and arched windows. There is a flat house below it. This flat house has two chimneys, a wooden door covered with tiles, and a pot of green plants in front of the wooden door. In the house on the far left, the window is rectangular, with a potted plant placed on each side of the window. There is a blue painting on the wall on the first floor, the house on the right is covered with red tiles, and there is a path in front of them.",Arts,白色的房屋建筑，上方有着蓝蓝的天空和白云。最高的房屋建筑，它的房地是三角形的，窗户是拱门型的。在它的下方有一个平房子，这个平房子有两个烟囱，盖着瓦片有一个木门，木门前面有一盆绿植。最左边的房子，窗户是一个长方形的，窗户两边各放着一个盆栽。一楼的墙壁上有一幅蓝色的画，右边的房子盖着红色的瓦片，它们的前面有一条小路。
9cfdbe4de7a9b1bcbc23566788149181.JPEG,"In a green garden, low shrubs are pruned into various shapes: round, umbrella-shaped, and cylindrical. A small wooden fence gate is sandwiched between two trees, and patches of tender green trees are pruned into various shapes. It is spiral-shaped and laid out like a wool carpet in circles. A circular metal sculpture is placed on a small platform surrounded by metal railings next to it. There is a figure in the center of the circle and a figure on the top of the circle. sculpture. On the edge of the cliff in the distance is a valley, with white houses scattered in the valley.",Arts,一片绿色的园林里，低矮的灌木被修剪成圆形、伞形的、圆柱形的，各式各样，一个小小的木栅栏门夹在两棵树中间，成片的嫩绿乔木修剪成螺旋形的，一圈一圈像羊毛地毯平铺着，旁边一个用金属栏杆围起来的小小平台上放置了一座圆环形的金属雕塑，圆环的中心和圆环的上方各有一个人物雕塑。远处的悬崖边是一片山谷，谷中成片的白色房子错落有致。
aa1643e8c4ad071ddafbbe7925e7cef8.JPEG,"An old man from Xinjiang wears a flower hat, thick black eyebrows, big eyes, a high nose bridge, and a pair of glasses. Wearing a gray and white plaid shirt underneath and a dark gray sweater outside. Sitting at the loom, holding a small object. There are two paintings on the wall behind him. One is a painting of a person's hands and lower body, with his hand holding a black cloth on a cloth shaker. Another picture of two camels and a man riding a camel. The other is the back half of a camel's body. There is also a wooden window.",Arts,一位新疆老爷爷头戴花帽，粗黑的眉毛，大眼睛，高鼻梁，带着一副眼镜。里面穿灰白格子衬衫，外面穿着深灰色毛衣。坐在织布机前，手拿一个小物件。身后的墙上有两副画，一副画的一个人的手和下半身，手在摇颜布器上的黑布。另一幅两匹骆驼，一个人骑着一匹骆驼。另一幅是骆驼的后半个身体。还有一扇木质的窗户。
39b0bf84d9080656d77ab2d625c84d69.JPEG,"There are many benches in the room. A man and a woman sit opposite each other on the benches. Both are wearing black clothes, and the woman has a black headscarf on her head. Behind the woman is a door. The wall next to the door is yellow. There is a painting and a cross hanging on the wall. Below the painting is a table with some items placed on the table. The wall behind the man is also yellow, with two candlesticks and a painting hanging on the wall. The wall to the left of the man is decorated in white.",Arts,屋子里有很多长椅，一个男人和一个女人在长椅上相对而坐，两个人都穿着黑色的衣服，女人头上盖着黑色的头巾。女人身后是一扇门，门旁边的墙是黄色的，墙上挂着一幅画和一个十字架，画下边是一张桌子，桌子上放着一些物品。男人身后的墙也是黄色的，墙上挂着两个烛台和一幅画。男人左侧的墙上是白色的装饰。
091973999f1edba2f27f3e8ec3c3d9d2.JPEG,"A set of furniture is placed in a room with light wooden floors and milky white wall paint. There is a white and gray three-person cloth sofa in the middle, and a gray square is placed on each side of the sofa. Throw pillow. Next to the square pillow is a small square pillow with black and white stripes. A square dark brown wooden corner table is placed on each side of the three-person sofa, and a cylindrical white lampshade table lamp is placed on each corner table. There are two dark brown porcelains on the corner table on the left, one high and one low. There is a white porcelain and a blue tea bowl on the corner table on the right, and there is a five-piece bowl next to it. Green large leaf plant in glass bottle. There is a two-person sofa on the left side of the three-person sofa. There are two black and white striped square pillows on the sofa, and a light blue plush blanket is placed on the armrest of the sofa on one side. There is also a rectangular plush carpet with a pattern of white, blue and gray plaid between the two sofas. There is a dark brown wooden rectangular coffee table on the carpet. There is a large bowl on the coffee table, and there are four bowls in it. Next to the ball of thread, there is a light blue porcelain with a fat body and a thin mouth, and two books are pressed under the porcelain. Behind the sofa is a large white window. On the wall to the right of the window is an abstract painting. In the corner to the left is a pot of green plants over one meter high.",Others,一间铺着浅色木地板，墙面刷着奶白色墙漆的房间内放着一套家具，中间位置有一个白灰色的三人布制沙发，沙发的两侧各放着一个灰色的方形抱枕。方形抱枕旁靠着一个黑白条纹相间的方形小抱枕。三人沙发的两侧各放着一个方形的深褐色木质角几，角几上各放着一个圆柱形白色灯罩的台灯。左侧的角几上还放着两个深褐色的瓷器，瓷器一高一低，右侧的角几上放着一个白色的瓷器和一个蓝色的茶碗儿，旁边还放着一个插着五只绿色大叶子植物的玻璃瓶。三人沙发的左侧有一个二人沙发，沙发上放着两个黑白条纹相间的方形抱枕，一侧的沙发扶手上还搭着一个浅蓝色的毛绒毯子。两个沙发中间还放着一个白、蓝、灰三种格子拼成图案的长方形毛绒地毯，地毯上摆着一个深褐色的木质长方形茶几，茶几上面有一个大碗，碗里装了四个线球儿，旁边还有一个胖身细嘴的浅蓝色瓷器，瓷器下面还压着两本儿书。沙发的后面是一扇大大的白色窗户，窗户的右侧墙上挂着一副抽象画，左边的墙角，摆着一盆一米多高的绿植。
ebf64e5ef11e6b1a4e9bd1e7d67144ac.JPEG,"On a flat surface made of three pieces of wood, a yellow chopping board was placed diagonally, with a circle of hemp rope surrounding the chopping board. There is a stainless steel bowl on the cutting board. There is a yellow lemon in the bowl. There are two halves of peaches above the bowl. There are two uncut red apples on the left side of the peach. There is a small orange on the right side of the peach. Above is a red pomegranate, above the pomegranate is a half-cut papaya, and on the right side of the papaya is a yellow melon. On the left side of the bowl are two red onions, on the right side are two halves of onions cut into round slices, above the onions is a yellow garlic-like fruit, next to it is a lemon and next to a small orange. There is half a cut lemon on the left side of the bowl, a small red fruit on the left side of the lemon, and three pieces of ginger on the left side. There are three transparent cups under the chopping board, which contain yellow drinks. On the right is a white cup, which contains orange sauce. On the right are three yellow fruits, one large and two small. Below is a silver and black cup. Bing's knife, under the knife is a small yellow fruit, and above the three fruits are a string of four small silver spoons of different sizes.",Others,三块木头拼起来的平面上，斜着摆着一个黄色的砧板，砧板周围围着一圈麻绳。砧板上摆着一个不锈钢碗，碗里放着一个黄色的柠檬，碗的上方有两半切开的桃子，桃子的左边有两个没切开的红色苹果，桃子右侧有一个小橘子，橘子上方是一个红色的石榴，石榴上面是半个切开的木瓜，木瓜右侧是一个黄色的瓜。碗的左侧是两个红色的洋葱，洋葱的右边是两半切成圆片的洋葱，洋葱上方是黄色的像蒜状的水果，它的旁边是一个柠檬旁是一个小橘子。碗的左边有半个切开的柠檬，柠檬左边有一个红色的小果子，再左边是三块生姜。砧板的下方有一个三个透明的杯子，里面盛着黄色的饮料，右边是白色的杯子，里面盛着橘色的酱，右边是三个黄色的一大两小的果子，下面是一个银色黑炳的小刀，刀下面是一个黄色的小果子，三个果子上面是四个大小不一的一串银色小勺子。
bb84b3f22a10d6d6ebedce0386f76c2c.JPEG,"In a room with tan wooden floor, a brown wooden single bed with white sheets, a white-haired lady wearing a gray shirt and black pants is sitting at the end of the bed covered with a folded yellow blanket, with her hands on the blanket Go up, barefoot, with your right leg crossed and your left foot on the floor. The head of the bed is against a reddish-brown brick wall. There is a white photo frame and a black diamond-shaped round mirror hanging up and down in the middle and upper part of the wall. On the right side are a yellow rectangular frame, a green garland, a long oval picture frame, and two pots. Green plants hang on both sides of the wall. The lower half of the wall is a green table with some books and a pot of green plants placed on it. There is a set of brown tables and chairs between the left side of the bed and the white door. On the table are a clock, a photo frame, and a lit desk lamp. There is a white tall shelf between the right side of the bed and the yellow window. There are clocks, household appliances and green plants on the shelf, and some books below. There is a pot of green plants and a wooden stool by the window.",Others,棕褐色木质地板的房间里，一张白色床单的棕色木质单人床，一位白头发的女士，穿着灰色衬衫，黑色裤子，坐在铺着折叠黄色毯的床尾边上，她双手放在毯子上，光着脚，翘着右腿，左脚踩在地板上。床头靠着红褐色砖块墙，墙的中上部有一个白色的相框和一个黑色菱形框的圆镜子上下挂着，右边挂着黄色长方形框，绿色花环，椭圆形的长画框，两盆绿植吊在墙的两边。墙的下半部是一个绿色台子，台面上摆放着一些书和一盆绿植。床头左边和白色屋门之间有一套棕色的桌椅，桌面上摆着时钟，相框，一个亮着的台灯。床头右边和黄色窗户之间有一个白色高脚置物架，架子上面放着钟表，家电和绿植，下面放着一些书。窗边有一盆绿植，一个木质凳子。
9444d9831f2ec849ac3b26649e540ed0.JPEG,"There are six pedestrians on a street. The man in front is smiling and carrying a plastic bag and wearing brown boots. The two men behind are looking at the same place. One of them is wearing a hat. Behind him is a woman carrying a bag and wearing a mask. There is an uncle wearing a mask on a bicycle, and an old woman wearing a pink top and a cross-body bag. At the same time, you can see city buildings, cars on the road, and blue street signs. There is a black bicycle in the lower right corner of the photo, and the sun reflects the people's faces. shadow. , there are six pedestrians on a street. The man in front is smiling and carrying a plastic bag and wearing brown boots. The two men behind are looking at the same place. One of them is wearing a hat. Behind him is a woman carrying a bag and wearing a mask. , there is also an uncle wearing a mask on a bicycle, and an old woman wearing a pink top and a cross-body bag. At the same time, you can see city buildings, cars on the road, and blue street signs. There is a black bicycle in the lower right corner of the photo, with the sunrise in the background.",Others,"一个街道路上有六个行人，前方男子面漏喜色手提一塑料袋穿着棕色的靴子，后面两个男子看向同一地方，其中一男子戴着帽子，后面有一位提着包戴口罩的女子，还有一位骑自行车戴口罩的大叔，一位穿着粉色上衣斜挎包的老奶奶，同时可以看到城市建筑和马路上的汽车和蓝色路牌，照片右下方有着一辆黑色自行车，太阳照射映出人的影子。,是一个街道路上有六个行人，前方男子面漏喜色手提一塑料袋穿着棕色的靴子，后面两个男子看向同一地方，其中一男子戴着帽子，后面有一位提着包戴口罩的女子，还有一位骑自行车戴口罩的大叔，一位穿着粉色上衣斜挎包的老奶奶，同时可以看到城市建筑和马路上的汽车和蓝色路牌，照片右下方有着一辆黑色自行车，背景是日出"
3a85e202998435e877f8a5c7589fe61b.JPEG,"At night, there were a lot of people wandering around under the sign that said Kabukicho Ichiban Street. On the lower left is a girl with short hair wearing a yellow hat and carrying a crossbody bag and another girl with short hair looking at each other. Behind them is a man wearing glasses and wearing all black clothes, his head slightly raised. There were many people around the man. To the right of the man, there was a man carrying a black backpack with his back facing away, looking at a girl wearing a white top who put one hand on her head. Next to them were two long-haired girls holding each other's hands with their backs to each other. Next to the girl is a man holding his hands, wearing a gray shirt and red shorts. Next to the man is a man wearing a white T-shirt and black shorts. Behind these people there are many different forms of people. On both sides of these crowds are different shops, with many advertising signs hanging above the shops. Above the heads of these people hangs a relatively eye-catching sign for Kabukicho Ichiban Street. An object resembling a solar panel can be seen above the sign. A corner of the black sky can be seen at the top.",Others,晚上，在挂着歌舞伎町一番街的牌子下方有很多人群在左右徘徊。在左下方是一个戴着黄色帽子短头发女生背着斜挎包和另一个短发女生正在彼此对望。在他们身后是一个带眼镜的穿全身黑色衣服的男士，头微抬。在这男士四周有很多人群，在这个男士右边有一位背着黑色双肩包的男士背斜对着，看着一位身穿白色上衣的将一只手放置在头上的女生。他们旁边是二位背对着的长发手相互挽着的女生。女生旁边是一位双手抱着，穿着灰色上衣，红色短裤的男士。男士旁边是一位穿白色T桖，下身黑色短裤的男士。在这些人的后面还有很多不同形态的人群。在这些人群的二边是不同的商铺，商铺的上方挂着很多广告牌子。在这些人的头顶上方位置挂着一个比较醒目的歌舞伎町一番街的牌子。牌子上方可以看到类似太阳能电板的物件。最上方可以看到黑色的天空一角。
84278ec4f13209ed6fe441fdfaf61f78.JPEG,"There are five small merchant ships parked at the cargo terminal, each with an oil extraction machine on board. Four people on the three boats in front were shouting in disobedience. On the boat on the right, there were cabbage, ginger, white radish, red pepper and various vegetables. The customer wearing a rose red coat and floral trousers pulled a bag and was about to take it from the boss in a yellow coat. Ginger, there are a lot of grapefruits on the bow at the back, and there is a bag of apples on the seat board. The boss in blue stripes is holding the oar of the boat next door to prevent the boat from drifting away. The boss in rose red clothes is chatting and putting the yellow I took out the grapefruits from the snakeskin bag. There were six grapefruits in the yellow woven bag on the bow of the boat, and one grapefruit was placed on the side of the cabin. The boss on the blue boat next to him pulled the side of the boat with his left hand, and was chopping with customers there. There is a pile of grapefruits and two packs of red dates on the bow at the very end, as well as a blue weighing scale.",Others,货运码头上停放了五条小商船，船上都有一台采油机。前面三条船上四个人不听的叫唤着，右边船上有包菜，生姜，白萝卜，红辣椒各种蔬菜，穿玫红色外套花裤子的客人扯了个袋子准备从穿黄色外套老板手上拿过生姜，后面船头上放了许多的柚子，座板上放着一袋苹果，穿蓝色条纹的老板正给隔壁船扶着船桨防止船游走，穿玫红色衣服老板一边聊天一边把黄色蛇皮袋子里的柚子拿出来，船头黄色编织袋里放着六个柚子，还有一个柚子放在了船舱边上，旁边蓝色船上的老板用左手拉着船边，在那里和顾客砍价，最后面的船头上放着一堆柚子和两包红枣，还有一台蓝色的称。
0cc69c79ff2d225af548f38224a7fe69.JPEG,"A wooden table is placed on the grass. In the middle of the table is a thick bacon pizza on a rusty plate. On the small plate at the lower left of the pizza plate are two bunches of grapes, two uncut figs and half-cut figs. There is also a small plate filled with red fruits. On the upper right side of the pizza plate is an iron cup filled with red raspberries. There is also a raspberry dropped on the table. The iron cup containing the raspberries On the right side of the cup is a brown ceramic water cup. Above the water cup is a gray clay pot with sunflowers and other flowers. Directly above the pizza plate is a glass bottle of honey. A honey stick is leaning on the bottle mouth. Next to the bottle is a golden There is a kettle. There is a piece of white floral cloth pressed behind the kettle. There is a purple onion and half a cut fig next to the kettle. There are two forks, a spoon and a knife under the fig. There is also a pizza plate on the lower right side. A brown ceramic water cup, next to it is a piece of white floral cloth tied with grass roots.",Others,一张木质的桌子放在草地上，桌子中间有铁锈盘子盛着的培根厚披萨，披萨盘子左下方的小碟子上有两串葡萄和两个没切开的无花果、半个切开的无花果，还有一个小碟子里面放的是堆得满满的红色果子，披萨盘的右上方是一个铁质杯子装满了红色的树莓，还有一颗树莓掉在桌子上，装树莓的铁杯子右边是一个褐色的陶瓷水杯，水杯上方是一个装有向日葵和其他花朵的灰色陶罐子，披萨盘的正上方是一个装蜂蜜的玻璃瓶，瓶口靠着一个蜂蜜棒子，瓶子旁边有一个金色的水壶，水壶后面压着一块白底的花布，水壶旁边有一颗紫色的洋葱和半个切开的无花果，无花果下面有两把叉子、一个勺子和一把小刀，披萨盘的右下方也是一个褐色的陶瓷水杯，水杯旁边是一块用草根捆起来的白底花布。
ad1f3460d002ac441f7a949a0edfac7f.JPEG,"There is a room with a wardrobe on the left. The wardrobe slides left and right, and the left side is half open. The layout of the wardrobe on the left is divided into four layers. Looking from above, the first layer has several pieces of black and white clothes stacked inside. There is a white box with black patterns on the second floor, and a white cylinder on the right. Nine pieces of clothing are hung on the third floor. The right half of the cabinet is divided into six colors, from top to bottom they are white, brown and green. , grey, pink, off-white, there is a bed on the right side of the cabinet, the headboard is black, there are four pillows, two white pillows, two brown pillows, there is a brown sheet on the bed lying across the lower half of the bed, under the bed A carpet as wide as the bed. The floor has a white cloud-shaped pattern with black edges. The template is brown and black. The wall above the bed is a background wall with a light pink pattern with flowers. There is a hanging pattern in the middle of the wall. A round mirror and a crystal lamp on the roof above the bed.",Others,有一个房间，左边是一个衣柜，衣柜是左右滑动的，左边半开着，左边的衣柜布局是分为四层，从上面看第一层是有几件黑白色的衣服叠放在里面，第二层是放了一个白色有黑色图案的盒子，右边还有一个白色圆柱体，第三层挂着九件衣服，柜子的右半边分为六个颜色，从上到下分别是白色，棕色绿色，灰色，粉色，米白色，柜子右边有一张床，床头是黑色的，有四个枕头，两个白色枕头，两个棕色枕头，床上有一张棕色的床单横放在床下半部，床下有一个和床一样宽的地毯，地摊上是由黑色边边的白云形状的图案，模板是棕黑色的，床头上的墙面是贴有浅粉色带花的图案的背景墙，墙中间挂着一个圆形的镜子，床上面屋顶有水晶灯。
c7b2e309e161a2c28d7659cc1665ce78.JPEG,"There are several business storefronts on a roadside road. One of them has a red couplet on it. It is a toy store. There is a copy shop next to it. There are also copy couplets on the glass door. There is a piece of red paper attached to it. There is a long express package next to the glass door with the words 'No Installation Folding Drying Rack' on it. There are also several small package express delivery items on the ground. There is a large pot of green on the right side. Zhi, there is a table and a few chairs on the path, and four people are sitting and playing mahjong. Outside the road is an older man wearing a black hat, a brown coat and a gray Sneakers, there is a small wooden box on the ground with a cup and a mobile phone on it. On the left is a lady wearing a sun hat and a navy blue cotton coat. There is a white mask on her arm. On the right is There was a lady wearing a peaked cap and a striped coat, and next to her stood a man wearing a black down jacket, with his arms crossed and watching.",Others,一条路边的小路上，有几间做生意的门面，一间上面还贴着一副红色的对联，是间玩具店，里面是紧挨着有一个复印店，玻璃门上还贴着复印两个字，还贴着一张红色的纸，玻璃门旁边放着一个长条的快递，上面写着免安装折叠晾衣架，地上还放着几个小包裹快递，右侧放着一大盆绿植，小路上有张桌子，几把椅子，4个人在坐着玩麻将牌，靠马路外边的是一个年纪大点的男士，带着一顶黑色的帽子，穿着一件棕色的外套和灰色的运动鞋，地上放着一个小木箱子，上面有一个杯子和一部手机，左侧坐着一个戴太阳帽，穿着一件藏青色棉服的以为女士，胳膊上套着一个白色的口罩，右侧是一个戴着鸭舌帽穿着条纹外套的以为女士，旁边还站着以为穿黑色羽绒服的男士，插着双臂正在围观。
cf8207efdb799bea38487d4190c2b1ff.JPEG,"A man in red clothes is walking inside the house. Under his feet is a floor with a red pattern. The main color of the floor is red. The two walls of the house are khaki, with doors and windows of different sizes. On the left There are many windows on the wall that are mainly white, and the glass patterns of each window are different. The colors of the window glass on the right wall are colorful. There is a pillar in the middle of the house, and there is a circle at the top of both sides of the pillar. pattern, there is a large chandelier in front of the pillar, which is composed of several rings. Each ring is hung with countless small light bulbs. The color of the light is warm yellow. There are many ropes on the top of the chandelier, and one end of the rope hangs One end of the ring hanging from the chandelier is hung on the top of the house. There are various patterns on the top of the house. Surrounded by the patterns is a circular pattern with black patterns. The bottom circle of the roof is surrounded by windows of the same size.",Others,一个穿着红色衣服的人在房子里面走，他的脚下是一个有着红色图案的地板，地板的主色调以红色为主，房子的两面墙是土黄色的，有着大小不一样的门和窗户，左边的墙有很多窗户以白色为主，每个窗户的玻璃图案都不一样，右边墙上的窗户玻璃的颜色是五颜六色的，房子的中间有一根柱子，柱子的两侧最顶端都有一个圆形的图案，柱子前有一个大的吊灯，由几个圆环组合在一起，每个环都挂着无数个小灯泡，灯的颜色是暖黄色的，吊灯的顶部有着许多绳子，绳子的一端挂着吊灯的环上，一端挂在了房子的顶部，房子顶部有着各种图安，被图案包围的里面是一个黑色花纹的圆形图案，房顶的最下面一圈围绕着大小一样的窗户。
3d18389eb1ae975437e3096522545ccd.JPEG,"An old man wearing a black hat, he has a long white beard, he is holding a transparent pouch in his hand, a black and white patterned blanket is covering his legs, and there is a white sign in front of him that says DONT BLAME ME I WANTED BERNIE, there is a white cup in front of him. There are some lunch boxes and cups on his left side, and several full bags on the right side. There is a glass showcase on the brick wall behind him, which contains A billboard and three bags with bows. , Yes: An old man wearing a black hat, he has a long white beard, he is holding a transparent pouch in his hand, his legs are covered with a black and white patterned blanket, and there is a white sign in front of him. It says DONT BLAME ME I WANTED BERNIE. There is a white cup in front of him. There are some lunch boxes and cups on his left side, and several full bags on his right side. There is a glass display window on the brick wall behind him. Inside were a billboard and three bags with bows.",Others,"一个戴有黑色帽子的老人，他有着白色长长的胡了，他的手里拿着一个透明的小袋，腿上盖着一条黑白花纹的毯子，前面放着一块白色的牌子上面写着DONT BLAME ME I WANTED BERNIE，面前放着一个白色的杯子，他的左侧有一些饭盒和杯子，右侧几个包里装得满满的，身后砖彻的墙上有一面玻璃橱窗，里面摆放着一张广告牌和三个有蝴蝶结的袋子。,是是:一个戴有黑色帽子的老人，他有着白色长长的胡了，他的手里拿着一个透明的小袋，腿上盖着一条黑白花纹的毯子，前面放着一块白色的牌子上面写着DONT BLAME ME I WANTED BERNIE，面前放着一个白色的杯子，他的左侧有一些饭盒和杯子，右侧几个包里装得满满的，身后砖彻的墙上有一面玻璃橱窗，里面摆放着一张广告牌和三个有蝴蝶结的袋子。"
cf961facdba290b91295835d6e17b8b5.JPEG,"In a green room with floor covering, there seemed to be a huge green light bulb, and the light illuminated everything green. There is a single leather sofa in the room. There was a violin on the sofa, and the violin bow was attached to the sofa and fell to the ground. There was also a tall gentleman's hat on one side of the sofa. There was a round carpet spread under the sofa, and there were long leather boots that had been tilted over on the carpet. There is a small round coffee table next to the sofa. There is a gramophone on the coffee table, as well as a glass of beer, a piece of bread, an apple with a few bites, a bunch of grapes and a green pepper. The back of the sofa is close to the window, and a round watch hangs next to the window. At this time, the time displayed is about 1:27. Next to the watch is an arc-shaped chest of drawers, with glass bottles of different heights and different sizes on it. There is also a framed portrait of a lady hanging on the wall next to the cabinet.",Others,一个铺着地板的通体碧绿的房间内，好像装着一盏巨大的绿色灯泡，灯光把所有物体都照的碧绿碧绿的。房间内摆着一个单人皮质沙发。沙发上放着一把小提琴，拉小提琴的握弓一头连着沙发，一头掉在了地上，沙发的一边还放着一顶高高的绅士帽。沙发的下面铺着一张圆形地毯，地毯上还放着一直歪倒了的长筒皮靴。沙发的旁边放着一个圆形的小茶几，茶几上放着一个留声机，还有一杯啤酒、一个面包、一个啃了几口的苹果，一束葡萄和一个青菜椒。沙发的后面紧靠着窗户，窗户旁挂着一个圆形的表，此时，显示的时间是1点27分左右。表的旁边放着一个带有圆弧形的五斗柜，上面放着放低不一、胖瘦不一的玻璃瓶子、柜子旁的墙上还挂着一个被框起来的女士画像。
